SampEn_bis,SampEn_tris,CC1_bis,CC2_bis,CC3_bis,CC4_bis,CC1_tris,CC2_tris,CC3_tris,CC4_tris,RMS_bis,RMS_tris,WL_bis,WL_tris,angle
2.0492201134663937,1.5456526870007008,-0.0015837062902014974,-0.011028138877329409,-0.29607677999952986,-0.135107341674179,-0.00177703529882157,-0.1261003420634892,-0.347955857588135,-0.10652721713989655,0.0034417741243224853,0.006685604831258245,0.5167595857736397,0.9565230869209995,82.2906083131426
2.2115923616291058,1.7422122767027277,-0.0015831529028832597,0.18053229883877125,-0.38059035304593797,-0.2756798132204572,-0.002101372447281153,-0.045985110263513075,-0.23642412623897788,-0.10553256117924169,0.003169799701768629,0.004822216222804879,0.5114168794256623,0.7237180133985485,83.08995973928842
2.205451093607023,1.75811497870221,-0.0014142757567847757,0.15544419064640674,-0.3924595807126447,-0.26315884523278293,-0.0018593239477065224,-0.10944567562992895,-0.21890489566818092,-0.06592388964735718,0.0030746634301027998,0.004421367393220364,0.478972119461091,0.6346525283443679,84.40821673364273
2.165445758993324,2.042014218203596,-0.001535862937162684,0.18075862313502708,-0.3376690133354499,-0.25495334626928634,-0.002025473697450469,-0.08194090423449622,-0.10171160875413582,-0.08787211077859955,0.002810821102743962,0.0035508440445025163,0.4291567061403153,0.5426373070963173,86.83130735552376
2.23054466120468,2.040035488891143,-0.001606306997767915,0.15942922321283778,-0.34233596433251606,-0.16545910104043474,-0.0020137480034672917,-0.1136120472893208,-0.08462818148404799,-0.09758217072703446,0.0027013695432810134,0.003599960457087744,0.4408489237743418,0.5348202642437279,88.3609532907571
2.2440888863124373,1.9960457962945202,-0.0016451322937239795,0.24420347905781192,-0.31957695872464853,-0.28652402937416693,-0.0020888746680483815,-0.16396297474148563,-0.06779858090692753,-0.031607636954594474,0.002691507600732765,0.0035975908951872805,0.4255106085418296,0.5177757707966256,90.78634470208685
2.203994429110559,1.9361586530307087,-0.0012744290858655752,0.2195981023174373,-0.4234116279253309,-0.31525036345338253,-0.0020676769867391848,-0.08333618181139443,-0.11270609693277125,-0.05456218229668662,0.0026845745509076957,0.003530552363408403,0.42892872112955394,0.5221508655234474,93.08966890160852
2.2028306233347426,1.899854644355735,-0.0016156702677819013,0.29365909640949284,-0.37189554240152656,-0.31896668268349027,-0.0017899610397303463,-0.038312491771600204,-0.14438879235650917,-0.16331117518350827,0.0026503625844925996,0.003655020923742986,0.39332607302174427,0.5630233807119132,95.32248572588935
2.206034354049338,1.8555336239335543,-0.0011729322358841286,0.22268551406819212,-0.45862915732360965,-0.27173096479122094,-0.00174524170289997,-0.09413996970033342,-0.16730625516463193,-0.11357272404806831,0.002373025525131606,0.0037770345534471946,0.38191229657198794,0.5765554204415266,97.99245677913588
2.22815588730078,1.7723821627010288,-0.0012886277378456133,0.24253485466635588,-0.38784141557310103,-0.3259917061389547,-0.0015868404666400495,-0.09413408091052837,-0.14806495399724018,-0.12060975824198926,0.002436262401644909,0.0034530502143945113,0.3704448080577381,0.5358825443422781,100.26451042735525
2.1964537901316645,1.8307758659059714,-0.0009856541611995724,0.13065267037512313,-0.44453739153227756,-0.22020414237730507,-0.0014561467029240943,-0.10633505896582296,-0.13118358632531904,-0.1776269903338352,0.002249576594487087,0.0034442965218340602,0.3357125713614205,0.5309677984536185,102.29840276512746
2.195587364084683,1.7622240618092373,-0.0006902368608650406,0.026400437665041365,-0.5394757930422875,-0.11186199574859054,-0.0015054806981008228,-0.15890027981288857,-0.14943796923575972,-0.06804385248935549,0.0021426265961657347,0.0034547549047546787,0.31412742444740693,0.5179615589177144,102.88293878481295
2.172473194800781,1.7484691981091098,-0.0007234751773212925,0.041585566296833104,-0.4945409741953628,-0.1661720260950096,-0.0014145955182851414,-0.19960366352366568,-0.15067053472129216,-0.03134715356315172,0.0021815264454144705,0.0032775774637989244,0.316890653404891,0.47706436237372585,104.45682928080885
2.2344386304802755,1.7897374185655732,-0.0014381809487272362,0.20282737554132108,-0.4324128147267621,-0.14588655406797896,-0.001447449196598138,-0.09665083298459472,-0.1769169837098136,-0.0701046840547201,0.0023786240381685688,0.0030732890914073416,0.37431808498757346,0.4653377014394538,105.22858819558755
2.204285592309588,1.8025159080314817,-0.00150402916181298,0.22393092736741058,-0.4000923660840058,-0.16674286732939586,-0.001477505860517102,-0.06962104111986153,-0.18758629219158002,-0.09331587612311162,0.0023465096929077152,0.003140733574529876,0.3602210716014984,0.4951096260032977,106.19083669782815
2.1772802166403267,1.7584878347840835,-0.001211155602719275,0.23084024489186644,-0.4469571550724381,-0.24569167183962531,-0.0014026214056098785,-0.03438720167698003,-0.2417036420969555,-0.05236670254313957,0.002268022624036262,0.002920442547410818,0.35635829965526045,0.4796263780157294,106.75085615785348
2.2192484649863005,1.8874745502709322,-0.0012035038099540974,0.2642681634142053,-0.45789534324983117,-0.3551401430955789,-0.0013053500432702236,0.013102050107814435,-0.27121159866704797,-0.10452283658743039,0.0025559903839348407,0.0027556868180987552,0.4053982542731316,0.44788382351858813,107.28119947685471
2.2095410788585483,1.8200102116902834,-0.0015536869368248467,0.3630437531587734,-0.38128201577963855,-0.43432026340971813,-0.0014689404837507135,-0.021194247400386675,-0.2748503567323354,-0.022853164872755276,0.002728504862240248,0.0029871283336485015,0.46589715155423567,0.4920167899644061,107.47505544319455
2.2121792161060423,1.8600641094421422,-0.0015894901077457954,0.3829875313073251,-0.43950342005844656,-0.4155903224819041,-0.0015123805727997167,-0.046974465370128046,-0.23953599157115446,-0.045847185750972914,0.0028254280918445125,0.003051860371703403,0.5007981552605245,0.48696525258576073,106.6800301561197
2.23684247779167,1.8957821920442215,-0.001850574335381675,0.39945531180202826,-0.3995449016998163,-0.392530952925368,-0.0013848307882243667,-0.09379420610509613,-0.2894953138084428,0.024715237153176417,0.002874351780422449,0.0029502425939183802,0.5003914639147676,0.4540283289314326,107.15534527719022
2.2139418487598133,1.9063187909756243,-0.00130414037700989,0.2672496320004684,-0.49882646730022473,-0.3475748015587389,-0.0013088603316357293,-0.11629779654884076,-0.2685449070613672,-0.00041961564729725565,0.002831156245386358,0.0029300874991134078,0.45521755037245565,0.43976423670905684,108.13796258988003
2.221023613381441,1.867314270667202,-0.0009002604658513696,0.05524971117742474,-0.5825265115336034,-0.07651035924731943,-0.0012845811376823572,-0.04877091741701541,-0.255042314166451,-0.08444286675632161,0.00248348351684203,0.0029476876074612073,0.3582276567549149,0.4450669530238737,108.73722966601139
2.1315722189144455,1.85903264983548,-0.0004789092222675936,-0.0019127975400019819,-0.6439479811261082,-0.023939120626704502,-0.0011046472821571386,-0.023843845590840577,-0.23202129559670578,-0.17813373503027805,0.0017844335871244912,0.0026606732602968797,0.2781551807919443,0.4242498625302437,107.23874194545876
2.1935686179052225,1.850205742477885,-0.0009115722495430678,0.01658847595011684,-0.34517284628988687,-0.13845575984816053,-0.00129602176248459,-0.03312426443331848,-0.21829998267156897,-0.1136647639642417,0.0019215359484014963,0.002722597971852806,0.25607986294952156,0.4200121955700533,107.61403343887119
2.221319778051161,1.865860027136788,-0.000979886516352097,0.3332303984406431,-0.6028195635278296,-0.44397831395546133,-0.0013825847365893284,-0.027910050361890194,-0.17769368525774057,-0.1390511885511833,0.002564066442903379,0.002812794870994574,0.4519711541121255,0.4468035826376391,107.32320598687242
2.2453017427376465,1.8341891811364068,-0.0012930895815584165,0.453466458625653,-0.5213767091222024,-0.5496152800681824,-0.0014690089699697939,-0.024788505723614174,-0.15243745807191295,-0.1109016171181493,0.0026335242057563255,0.002742077762479436,0.4803505612051756,0.4316716332094785,106.66238712676716
2.2287525460296984,1.853891250335061,-0.0013473553441281743,0.40099206816236643,-0.4701157711212299,-0.47199709318172234,-0.0015574546658378508,-0.04365701040855063,-0.14775128554201405,-0.06262573053439058,0.002572468313132182,0.0027818386381420496,0.4537960383285578,0.4316090702556435,107.66548761906165
2.1767134838396665,1.8277737621802068,-0.0010847144276564494,0.23899717076334565,-0.3978945561902999,-0.3505156616528483,-0.0013840384495940811,-0.08286570741000768,-0.12482994667299373,-0.11792026809297851,0.00224257871288688,0.0028041947276988893,0.3615127023573696,0.429716621754691,109.34095195742576
2.1676891699174017,1.8329831508394714,-0.0008921903130867445,0.2682341052695029,-0.4403059605924018,-0.4211864146355171,-0.0013694124522032022,-0.08059102556627253,-0.11320957404842234,-0.0981537858975686,0.0021575306692790484,0.0025808766061554754,0.3590448668157886,0.39175570018963785,108.22798715228255
2.181256365019966,1.8225913706732237,-0.0010334903966313248,0.23106369306016764,-0.43463867261729827,-0.38778581622841,-0.0012021686505031667,-0.11112621956149596,-0.1283438612667294,-0.13979761490397546,0.002438171285552673,0.002647395156574935,0.3698400590375728,0.38995148519557987,106.81027732299596
2.226963636786974,1.8331840549084546,-0.001095936388798169,0.28416002410620145,-0.5118499025954422,-0.4225019085963918,-0.0013608194170102396,-0.11858517546264549,-0.17134636758360777,-0.044371810874628395,0.0027115663010659173,0.002793964769740965,0.44167072798344,0.41311628854073845,106.46264978999397
2.266458441715047,1.8847206029737722,-0.0014012371665341776,0.29404220076696963,-0.46569383384410756,-0.36198653274234305,-0.0012756448846148012,-0.09308903825238629,-0.20180585316477315,-0.06268808447927643,0.002769039958553758,0.0027018552656022303,0.4433391999390118,0.41803587712805446,106.82069388870359
2.233238870288371,1.9160940398802666,-0.0012525097519057045,0.2458604559658774,-0.4823060907290087,-0.31446667954116003,-0.0013263452974207673,-0.1159170800709275,-0.22706553146217143,-0.0009870542204403684,0.0026327223555857003,0.0027213745659895308,0.394713405183287,0.4099798425440815,107.07835142317066
2.1764302378386224,1.9217858240729502,-0.0008765886772986306,0.09026840807316795,-0.536303091759879,-0.16406928501532592,-0.0013104922755442405,-0.10855496466411477,-0.27344392749009877,0.03333507852156495,0.002390073612251968,0.002688856413931228,0.3390822138408718,0.40534612134273773,104.68067049743001
2.1886828487381385,1.9682953855259087,-0.0009047542929070583,0.0594421944183187,-0.5791334332247144,-0.013752662627463025,-0.0014146408605453591,-0.03251536020237285,-0.23117544710121216,-0.036793680914174745,0.002188577264473474,0.002676704708874002,0.352486707514072,0.430500546174109,104.63087838204176
2.2236922584047916,1.9896816027455284,-0.0009189725016624806,-0.044800992163756735,-0.4683711044032073,0.05311333936365377,-0.001512778743404959,0.03165010069514639,-0.18682773234224365,-0.11966761880530391,0.0020162674516849698,0.002666047762348324,0.27577427125261744,0.43943086524234054,106.63058176141513
2.133198235532864,1.8335859841743156,-0.0009459240037206309,0.04022988885120138,-0.5272054773077355,-0.020249888970528086,-0.001313106576416158,-0.11432447670751994,-0.249240337093741,-0.052087190136430886,0.0021524885645506017,0.003182052823191932,0.3215527944200195,0.4798248105566152,116.91694781950642
2.086826170778549,1.7338088659063484,-0.0006925309362327412,0.08125480421937813,-0.636618033735036,-0.1475770408651031,-0.0014671316190621195,-0.03205635794013814,-0.22308792548641815,-0.14394740815509405,0.0025171374230520886,0.0034581618162556334,0.41669813557285074,0.5197190493049242,150.8633578417622
